"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"156","KIDNEY FAILURE RISK","4","KIDNEYFAILUREinfo","Renal Nephrology kidney","AKINCLASSIFICATIONinfo BUNinfo CKD-EPIinfo mSOFAinfo QSOFAinfo DeterioratingPatientAx LowUrineOutputAx IVFluidMx AKI IVFluids","Tangri N, Grams ME, Levey AS, Coresh J, Appel LJ, Astor BC, Chodick G, Collins AJ, Djurdjev O, Elley CR, Evans M$$Multinational assessment of accuracy of equations for predicting risk of kidney failure: a meta-analysis 2016$$https://jamanetwork.com/journals/jama/article-abstract/2481005££Tangri N, Stevens LA, Griffith J, Tighiouart H, Djurdjev O, Naimark D, Levin A, Levey AS$$A predictive model for progression of chronic kidney disease to kidney failure 2011$$https://jamanetwork.com/journals/jama/article-abstract/897102££Dai D, Alvarez PJ, Woods SD$$A predictive model for progression of chronic kidney disease to kidney failure using a large administrative claims database 2021$$https://www.tandfonline.com/doi/abs/10.2147/CEOR.S313857","0","Predicts progression to kidney failure in patients with CKD"
"157","KING'S CRITERIA","4","KINGSCRITERIAinfo","Critical Care ITU Intensive Care Emergency Gastroenterology liver hepatic hepatology","MDIinfo WESTHAVENinfo HypoglycaemiaMx ParacetamolOverdoseMx AsciticFluidAnalysis","O'Grady JG, Alexander GJ, Hayllar KM, Williams R.$$Early indicators of prognosis in fulminant hepatic failure 1989$$https://www.sciencedirect.com/science/article/pii/0016508589900814££Bailey B, Amre DK, Gaudreault P.$$Fulminant hepatic failure secondary to acetaminophen poisoning: a systematic review and meta-analysis of prognostic criteria determining the need for liver transplantation 2003$$https://journals.lww.com/ccmjournal/Fulltext/2003/01000/Fulminant_hepatic_failure_secondary_to.48.aspx","0","Paracetamol toxicity - recommends immediate referred for liver transplant"
"159","LIGHT'S CRITERIA","4","LIGHT'SCRITERIAinfo","Critical Care ITU Intensive Care Respiratory lung chest","HaemoptysisAx SOBAx PneumoniaMx CXR PleuralFluidAnalysis","Light RW, Erozan YS, Ball WC.$$Cells in pleural fluid: their value in differential diagnosis 1973$$https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/582207££Light RW.$$The Light criteria: the beginning and why they are useful 40 years later 2013$$https://www.chestmed.theclinics.com/article/S0272-5231(12)00124-4/abstract££Light RW.$$Clinical practice. Pleural effusion 2002$$https://cir.nii.ac.jp/crid/1572824501222054656","0","Light's Criteria to help determine if pleural fluid is exudative or transudative"
"160","LILLE MODEL","4","LILLEMODELinfo","Gastroenterology liver hepatology hepatic","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo FIB-4info MADDREY'Sinfo WESTHAVENinfo AlcoholMx DecompensatedCirrhosisMx AsciticFluidAnalysis","Louvet A, Naveau S, Abdelnour M, Ramond MJ, Diaz E, Fartoux L, Dharancy S, Texier F, Hollebecque A, Serfaty L, Boleslawski E$$The Lille model: a new tool for therapeutic strategy in patients with severe alcoholic hepatitis treated with steroids 2007$$https://aasldpubs.onlinelibrary.wiley.com/doi/pdf/10.1002/hep.21607££Sandahl TD, Jepsen P, Ott P, Vilstrup H$$Validation of prognostic scores for clinical use in patients with alcoholic hepatitis 2011$$https://www.tandfonline.com/doi/abs/10.3109/00365521.2011.587200££Thursz M, Gual A, Lackner C, Mathurin P, Moreno C, Spahr L, Sterneck M, Cortez-Pinto H$$EASL Clinical Practice Guidelines: Management of alcohol-related liver disease 2018$$https://www.sciencedirect.com/science/article/pii/S0168827818302149","0","Predicts mortality in patients with Alcoholic Hepatitis not responding to steroid therapy"
"161","LRINEC SCORE","4","LRINECinfo","Emergency Orthopaedics sepsis infection","ALT-70info MEWSinfo NEWS2info DeterioratingPatientAx LegSwellingAx PainfulLimbAx Sepsis6","Wong CH, Khin LW, Heng KS, Tan KC, Low CO$$The LRINEC (Laboratory Risk Indicator for Necrotizing Fasciitis) score: a tool for distinguishing necrotizing fasciitis from other soft tissue infections 2004$$https://journals.lww.com/ccmjournal/fulltext/2004/07000/Effect_of_prophylactic_administration_of.11.aspx££Bechar J, Sepehripour S, Hardwicke J, Filobbos G$$Laboratory risk indicator for necrotising fasciitis (LRINEC) score for the assessment of early necrotising fasciitis: a systematic review of the literature 2017$$https://publishing.rcseng.ac.uk/doi/abs/10.1308/rcsann.2017.0053££Neeki MM, Dong F, Au C, Toy J, Khoshab N, Lee C, Kwong E, Yuen HW, Lee J, Ayvazian A, Lux P$$Evaluating the laboratory risk indicator to differentiate cellulitis from necrotizing fasciitis in the emergency department 2017$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5468074/££Fernando SM, Tran A, Cheng W, Rochwerg B, Kyeremanteng K, Seely AJ, Inaba K, Perry JJ$$Necrotizing soft tissue infection: diagnostic accuracy of physical examination, imaging, and LRINEC score: a systematic review and meta-analysis 2019$$https://journals.lww.com/annalsofsurgery/FullText/2019/01000/Necrotizing_Soft_Tissue_Infection__Diagnostic.15.aspx","0","Predicts likelihood of necrotising fasciitis"
"162","MADDREY'S","4","MADDREY'Sinfo","Gastroenterology hepatic hepatology liver","APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo FIB-4info LILLEMODELinfo WESTHAVENinfo AlcoholMx DecompensatedCirrhosisMx AsciticFluidAnalysis","Maddrey WC, Boitnott JK, Bedine MS, Weber Jr FL, Mezey E, White Jr RI.$$Corticosteroid therapy of alcoholic hepatitis 1978$$https://www.sciencedirect.com/science/article/pii/0016508578904018££Soultati AS, Dourakis SP, Alexopoulou A, Deutsch M, Vasilieva L, Archimandritis AJ.$$Predicting utility of a model for end stage liver disease in alcoholic liver disease 2006$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4087713/","0","Maddrey's Discriminant Function for Alcoholic Hepatitis: patients with alcoholic hepatitis that may have a poor prognosis and benefit from steroid treatment"
"163","MAJOR DEPRESSION INDEX","4","MDIinfo","Psychiatry GP mental","GAD-7info HAMILTONANXIETYSCALEinfo KINGSCRITERIAinfo PHQ-9info ParacetamolOverdoseMx CapacityConsent","Bech P, Rasmussen NA, Olsen LR, Noerholm V, Abildgaard W$$The sensitivity and specificity of the Major Depression Inventory, using the Present State Examination as the index of diagnostic validity 2001$$https://www.sciencedirect.com/science/article/pii/S0165032700003098££Olsen LR, Jensen DV, Noerholm V, Martiny K, Bech P$$The internal and external validity of the Major Depression Inventory in measuring severity of depressive states 2003$$https://www.cambridge.org/core/journals/psychological-medicine/article/internal-and-external-validity-of-the-major-depression-inventory-in-measuring-severity-of-depressive-states/32712B3B5D8F71BA42FE4EC563CB3F95","0","Screens for depression and rates severity"
"164","MAP","4","MAPinfo","Cardiology Critical Care ITU Intensive Care Emergency Heart","DeterioratingPatientAx FeverAx LowGCSAx LowUrineOutputAx BradycardiaMx IVFluidMx Sepsis6 IVFluids","Magder SA.$$The highs and lows of blood pressure: toward meaningful clinical targets in patients with shock 2014$$https://pubmed.ncbi.nlm.nih.gov/24736333/££Sesso HD, Stampfer MJ, Rosner B, Hennekens CH, Gaziano JM, Manson JE, Glynn RJ.$$Systolic and diastolic blood pressure, pulse pressure, and mean arterial pressure as predictors of cardiovascular disease risk in men 2000$$https://www.ahajournals.org/doi/abs/10.1161/01.hyp.36.5.801££Walsh M, Devereaux PJ, Garg AX, Kurz A, Turan A, Rodseth RN, Cywinski J, Thabane L, Sessler DI.$$Relationship between intraoperative mean arterial pressure and clinical outcomes after noncardiac surgery: toward an empirical definition of hypotension 2013$$https://pubmed.ncbi.nlm.nih.gov/23835589/","0","Calculates mean arterial pressure"
"165","MAYO SCORE","4","MAYOSCOREinfo","Gastroenterology abdomen IBD inflammatory bowel","ATLASSCORECDIFFinfo CDAIinfo HARVEY-BRADSHAWinfo TRUELOVEWITTSinfo AbdoPainAx RectalBleedingAx ColitisMx","Schroeder KW, Tremaine WJ, Ilstrup DM.$$Coated oral 5-aminosalicylic acid therapy for mildly to moderately active ulcerative colitis 1987$$https://www.nejm.org/doi/full/10.1056/nejm198712243172603££Travis SP, Schnell D, Krzeski P, Abreu MT, Altman DG, Colombel JF, Feagan BG, Hanauer SB, Lichtenstein GR, Marteau PR, Reinisch W.$$Reliability and initial validation of the ulcerative colitis endoscopic index of severity 2013$$https://www.sciencedirect.com/science/article/pii/S0016508513010755££Lewis JD, Chuai S, Nessel L, Lichtenstein GR, Aberra FN, Ellenberg JH.$$Use of the noninvasive components of the Mayo score to assess clinical response in ulcerative colitis 2008$$https://academic.oup.com/ibdjournal/article-abstract/14/12/1660/4654949","0","Disease Activity Index (DAI) for Ulcerative Colitis: Assesses severity"
"166","MELD-NA","4","MELD-NAinfo","Gastroenterology abdomen liver hepatology hepatic","APRIinfo AUDIT-Cinfo SAAGinfo AlcoholMx DecompensatedCirrhosisMx UpperGIBleedMx AsciticFluidAnalysis","Kamath PS, Wiesner RH, Malinchoc M, Kremers W, Therneau TM, Kosberg CL, D'Amico G, Dickson RE, Kim RW.$$A model to predict survival in patients with end-stage liver disease 2001$$https://journals.lww.com/hep/abstract/2001/02000/A_Model_to_Predict_Survival_in_Patients_With.20.aspx££Wiesner R, Edwards E, Freeman R, Harper A, Kim R, Kamath P, Kremers W, Lake J, Howard T, Merion RM, Wolfe RA.$$Model for end-stage liver disease (MELD) and allocation of donor livers 2003$$https://www.sciencedirect.com/science/article/pii/S0016508503500221","0","Quantifies end-stage liver disease for transplant planning with sodium used by UNOS/OPTN"
"167","MEWS","4","MEWSinfo","Critical Care ITU Intensive Care Emergency GP","ANCinfo APACHEIISCOREinfo BAP-65SCOREinfo BISAPSCOREinfo GOLDinfo CURB-65info FeverPAINinfo GCSinfo GCSPUPILinfo GLASGOW-IMRIEinfo LRINECinfo MAPinfo NYHAinfo PEDISinfo SGARBOSSAMODIFIEDinfo mSOFAinfo QSOFAinfo DeterioratingPatientAx OphthalmologyEx FallsAx FeverAx HaematuriaAx HaematemesisAx HaemoptysisAx SOBAx AcuteSeizureMx ALS AnaphylaxisMx BradycardiaMx ColitisMx COPDExacerbationMx DecompensatedCirrhosisMx HeartFailureMx IVFluidMx PneumoniaMx PneumothoraxMx SedationMx Sepsis6 StrokeMx TachycardiaMx TransfusionReactionMx UpperGIBleedMx ABGAnalysis CXR RefeedingSyndrome","Subbe CP, Kruger M, Rutherford P, Gemmel L.$$Validation of a modified Early Warning Score in medical admissions 2001$$https://academic.oup.com/qjmed/article-abstract/94/10/521/1558977","0","Determines the degree of illness of a patient"
"168","BISHOP SCORE - MODIFIED","4","BISHOPSCOREMODIFIEDinfo","Obstetrics Gynaecology pregnancy birth","VascularAnatomy","Laughon SK, Zhang J, Troendle J, Sun L, Reddy UM$$Using a simplified Bishop score to predict vaginal delivery 2011$$https://journals.lww.com/greenjournal/fulltext/2011/04000/using_a_simplified_bishop_score_to_predict_vaginal.7.aspx££Newman RB, Goldenberg RL, Iams JD, Meis PJ, Mercer BM, Moawad AH, Thom E, Miodovnik M, Caritis SN, Dombrowski M$$Preterm prediction study: comparison of the cervical score and Bishop score for prediction of spontaneous preterm delivery 2008$$https://journals.lww.com/greenjournal/fulltext/2008/09000/Genital_Herpes_Complicating_Pregnancy.3.aspx££LANGE AP, SECHER NJ, WESTERGAARD JG, Skovgard IB$$Prelabor evaluation of inducibility 1982$$https://journals.lww.com/greenjournal/abstract/1982/08000/prelabor_evaluation_of_inducibility.1.aspx","0","Predicts likelihood of successful vaginal delivery with additional parameters to the original Bishop score"
"169","MUST","4","MUSTinfo","Critical Care ITU Intensive Care Gastroenterology Surgery General Surgery Geriatrics refeeding","CALCIUMCORRECTIONHYPOALBUMINinfo IDEALBODYWEIGHTinfo AlcoholMx DecompensatedCirrhosisMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx NGTube PreOp RefeedingSyndrome","Elia M.$$The MUST report. Nutritional screening of adults: a multidisciplinary responsibility. 2003.$$https://www.bapen.org.uk/pdfs/must/must-report.pdf££Stratton RJ, Hackston A, Longmore D, Dixon R, Price S, Stroud M, King C, Elia M.$$Malnutrition in hospital outpatients and inpatients: prevalence, concurrent validity and ease of use of the malnutrition universal screening tool(MUST) for adults 2007$$https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/malnutrition-in-hospital-outpatients-and-inpatients-prevalence-concurrent-validity-and-ease-of-use-of-the-malnutrition-universal-screening-tool-must-for-adults/16A4F69B78D03841C593BEC0FA463D14££Boleo-Tome C, Monteiro-Grillo I, Camilo M, Ravasco P.$$Validation of the malnutrition universal screening tool (MUST) in cancer.  2012$$https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/validation-of-the-malnutrition-universal-screening-tool-must-in-cancer/62EAB1F43AEE66D528973ACD13A13E8D££Murphy J, Mayor A, Forde E.$$Identifying and treating older patients with malnutrition in primary care: the MUST screening tool 2018$$https://bjgp.org/content/68/672/344.short","0","Malnutrition Universal Screening Tool: identifies malnourished / risk of malnutrition"
"170","NEWS2","4","NEWS2info","Critical Care ITU Intensive Care Emergency GP deterioration NEWS","APACHEIISCOREinfo BAP-65SCOREinfo BISAPSCOREinfo GOLDinfo CURB-65info FeverPAINinfo GCSinfo GCSPUPILinfo GLASGOW-IMRIEinfo LRINECinfo MAPinfo MEWSinfo NEWS2info NYHAinfo PEDISinfo SGARBOSSAMODIFIEDinfo mSOFAinfo QSOFAinfo DeterioratingPatientAx OphthalmologyEx FallsAx FeverAx HaematuriaAx HaematemesisAx HaemoptysisAx SOBAx AcuteSeizureMx ALS AnaphylaxisMx BradycardiaMx ColitisMx COPDExacerbationMx DecompensatedCirrhosisMx HeartFailureMx IVFluidMx PneumoniaMx PneumothoraxMx SedationMx Sepsis6 StrokeMx TachycardiaMx TransfusionReactionMx UpperGIBleedMx ABGAnalysis CXR RefeedingSyndrome","Smith G, Redfern O, Pimentel M, Gerry S, Collins G, Malycha J, Prytherch D, Schmidt P, Watkinson P.$$The national early warning score 2 (NEWS2) 2019$$https://ora.ox.ac.uk/objects/uuid:953055dc-87aa-4448-b1a0-e6590abf77dd/files/ma45a21fb28eb1990f05f9faa94465a7b££Carr E, Bendayan R, Bean D, Stammers M, Wang W, Zhang H, Searle T, Kraljevic Z, Shek A, Phan HT, Muruet W.$$Evaluation and improvement of the National Early Warning Score (NEWS2) for COVID-19: a multi-hospital study 2021$$https://link.springer.com/article/10.1186/s12916-020-01893-3","0","Determines the degree of illness and prompts critical care intervention"
"171","NIHSS","4","NIHSSinfo","Neurology Geriatrics stroke","ABCD2info MODIFIEDRANKINinfo HeadacheAx LowGCSAx StrokeAx HeadacheMx StrokeMx NeuroAnatomy NeuroExam","Lyden P, Brott T, Tilley B, Welch KM, Mascha EJ, Levine S, Haley EC, Grotta J, Marler J.$$Improved reliability of the NIH Stroke Scale using video training. NINDS TPA Stroke Study Group 1994$$https://www.ahajournals.org/doi/abs/10.1161/01.STR.25.11.2220££Johnston KC, Connors Jr AF, Wagner DP, Haley Jr EC.$$Predicting outcome in ischemic stroke: external validation of predictive risk models. 2002$$https://www.ahajournals.org/doi/abs/10.1161/01.str.0000047102.61863.e3££Appelros P, Terent A.$$Characteristics of the National Institute of Health Stroke Scale: results from a population-based stroke cohort at baseline and after one year 2003$$https://www.karger.com/Article/Abstract/73894££Adams HP, Davis PH, Leira EC, Chang KC, Bendixen BH, Clarke WR, Woolson RF, Hansen MD.$$Baseline NIH Stroke Scale score strongly predicts outcome after stroke: a report of the Trial of Org 10172 in Acute Stroke Treatment (TOAST) 1999$$https://n.neurology.org/content/53/1/126.short","0","Calculates the NIH Stroke Scale for quantifying stroke severity"
"172","NYHA","4","NYHAinfo","Cardiology heart","SAAGinfo LegSwellingAx SOBAx ACSMx CXR ECG","Goldman LB, Hashimoto B, Cook EF, Loscalzo A$$Comparative reproducibility and validity of systems for assessing cardiovascular functional class: advantages of a new specific activity scale 1981 $$https://www.ahajournals.org/doi/abs/10.1161/01.CIR.64.6.1227££Raphael C, Briscoe C, Davies J, Whinnett ZI, Manisty C, Sutton R, Mayet J, Francis DP.$$Limitations of the New York Heart Association functional classification system and self-reported walking distances in chronic heart failure 2007$$https://heart.bmj.com/content/93/4/476.short","0","New York Heart Association Functional Classification for Heart Failure. Stratifies severity by symptoms"
"173","OTTAWA ANKLE RULE","4","OTTAWAANKLEinfo","Emergency Orthopaedics joint ankle fracture","OTTAWAKNEEinfo LegSwellingAx PainfulLimbAx MSKAnatomy MSKXray VascularAnatomy","Stiell IG, Greenberg GH, McKnight RD, Nair RC, McDowell I, Worthington JR$$A study to develop clinical decision rules for the use of radiography in acute ankle injuries 1992$$https://www.sciencedirect.com/science/article/pii/S0196064405826563££Shell IG, Greenberg GH, McKnight RD, Nair RC, McDowell I, Reardon M, Stewart JP, Maloney J$$Decision rules for the use of radiography in acute ankle injuries: refinement and prospective validation 1993$$https://jamanetwork.com/journals/jama/article-abstract/403941££Bachmann LM, Kolb E, Koller MT, Steurer J, ter Riet G$$Accuracy of Ottawa ankle rules to exclude fractures of the ankle and mid-foot: systematic review 2003$$https://www.bmj.com/content/326/7386/417.short££Gomes YE, Chau M, Banwell HA, Causby RS$$Diagnostic accuracy of the Ottawa ankle rule to exclude fractures in acute ankle injuries in adults: a systematic review and meta-analysis 2022$$https://link.springer.com/article/10.1186/s12891-022-05831-7","0","Criteria for ankle / foot trauma injuries to determine if plain radiographs are indicated"
"174","OTTAWA KNEE RULE","4","OTTAWAKNEEinfo","Emergency Orthopaedics joint knee fracture","OTTAWAANKLEinfo LegSwellingAx PainfulLimbAx MSKAnatomy MSKXray VascularAnatomy","Stiell IG, Greenberg GH, Wells GA, McKnight RD, Cwinn AA, Cacciotti T, McDowell I, Smith NA$$Derivation of a decision rule for the use of radiography in acute knee injuries 1995$$https://www.sciencedirect.com/science/article/pii/S0196064495701060££Stiell IG, Greenberg GH, Wells GA, McDowell I, Cwinn AA, Smith NA, Cacciotti TF, Sivilotti ML$$Prospective validation of a decision rule for the use of radiography in acute knee injuries 1996$$https://jamanetwork.com/journals/jama/article-abstract/397187££Cheung TC, Tank Y, Breederveld RS, Tuinebreijer WE, de Lange-de Klerk ES, Derksen RJ$$Diagnostic accuracy and reproducibility of the Ottawa Knee Rule vs the Pittsburgh Decision Rule 2013$$https://www.sciencedirect.com/science/article/pii/S0735675712005669££Emparanza JI, Aginaga JR$$Validation of the Ottawa knee rules 2001$$https://www.sciencedirect.com/science/article/pii/S0196064401514043££Bachmann LM, Haberzeth S, Steurer J, ter Riet G$$The accuracy of the Ottawa knee rule to rule out knee fractures: a systematic review 2004$$https://www.acpjournals.org/doi/abs/10.7326/0003-4819-140-5-200403020-00013","0","Criteria for knee trauma injuries to determine if plain radiographs are indicated"
"175","OTTAWA SAH RULE","4","OTTAWASAHRULEinfo","Emergency Neurology headache gcs haemorrhage ICP","NIHSSinfo HeadacheAx LowGCSAx CervicalSpineInjury HeadInjury HeadacheMx CSFAnalysis NeuroAnatomy NeuroExam","Perry JJ, Stiell IG, Sivilotti ML, Bullard MJ, Lee JS, Eisenhauer M, Symington C, Mortensen M, Sutherland J, Lesiuk H, Wells GA$$High risk clinical characteristics for subarachnoid haemorrhage in patients with acute headache: prospective cohort study 2010$$https://www.bmj.com/content/341/bmj.c5204.abstract££Perry JJ, Stiell IG, Sivilotti ML, Bullard MJ, Hohl CM, Sutherland J, Emond M, Worster A, Lee JS, Mackey D, Pauls M$$Clinical decision rules to rule out subarachnoid hemorrhage for acute headache 2013$$https://jamanetwork.com/journals/jama/article-abstract/1741823££Bellolio MF, Hess EP, Gilani WI, VanDyck TJ, Ostby SA, Schwarz JA, Lohse CM, Rabinstein AA$$External validation of the Ottawa subarachnoid hemorrhage clinical decision rule in patients with acute headache 2019$$https://www.sciencedirect.com/science/article/pii/S0735675714008845££Perry JJ, Sivilotti ML, Emond M, Hohl CM, Khan M, Lesiuk H, Abdulaziz K, Wells GA, Stiell IG$$Prospective implementation of the Ottawa subarachnoid hemorrhage rule and 6-hour computed tomography rule 2020$$https://www.ahajournals.org/doi/abs/10.1161/STROKEAHA.119.026969","0","Rules out SAH in patients with headache"
"177","PAINAD SCALE","4","PAINADVANCEDDEMENTIAinfo","Geriatrics Psychiatry","4ASDELERIUMinfo AbbeyPainScaleinfo ConfusionAx PainMx CapacityConsent","Warden V, Hurley AC, Volicer L$$Development and psychometric evaluation of the Pain Assessment in Advanced Dementia (PAINAD) scale 2003$$https://www.sciencedirect.com/science/article/pii/S1525861004702583££Hutchison RW, Tucker Jr WF, Kim S, Gilder R$$Evaluation of a behavioral assessment tool for the individual unable to self-report pain 2006$$https://journals.sagepub.com/doi/abs/10.1177/1049909106290244££DeWaters T, Faut-Callahan M, McCann JJ, Paice JA, Fogg L, Hollinger-Smith L, Sikorski K, Stanaitis H$$Comparison of self-reported pain and the PAINAD scale in hospitalized cognitively impaired and intact older adults after hip fracture surgery 2008$$https://journals.lww.com/orthopaedicnursing/fulltext/2008/01000/Comparison_of_Self_Reported_Pain_and_the_PAINAD.6.aspx","0","Assesses pain in patients with advanced dementia"
"180","PEDIS","4","PEDISinfo","Endocrinology Orthopaedics diabetes ulcer","MEWSinfo NEWS2info","Uysal S, Arda B, Tasbakan MI, Sevki, Cetinkalp, Ilgin Y Simsir, Anıl M Oztürk, Ayse Uysal, Ilgen Ertam$$Risk factors for amputation in patients with diabetic foot infection: a prospective study 2017 $$https://onlinelibrary.wiley.com/doi/abs/10.1111/iwj.12788££Chuan F, Tang K, Jiang P, Zhou B, He X.$$Reliability and validity of the perfusion, extent, depth, infection and sensation (PEDIS) classification system and score in patients with diabetic foot ulcer 2015$$https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0124739","0","Predicts likelihood of adverse outcomes in diabetic foot ulcers"
"181","PEFR","4","PEFRinfo","GP Respiratory asthma SOB","SOBAx AcuteAsthmaMx CXR OxygenDelivery","Knudson RJ, Lebowitz MD, Holberg CJ, Burrows B.$$Changes in the normal maximal expiratory flow-volume curve with growth and aging 1982$$https://www.atsjournals.org/doi/abs/10.1164/arrd.1983.127.6.725££Hankinson JL, Odencrantz JR, Fedan KB.$$Spirometric reference values from a sample of the general US population 1999$$https://www.atsjournals.org/doi/abs/10.1164/ajrccm.159.1.9712108££Host A, Host AH, Ibsen T.$$Peak expiratory flow rate in healthy children aged 6-17 years 1994$$https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1651-2227.1994.tb13008.x","0","Determines the predicted maximum PEFR (peak expiratory flow rate) for ages 5+"
"182","PHQ-9","4","PHQ-9info","GP Psychiatry anxiety","GAD-7info HAMILTONANXIETYSCALEinfo KINGSCRITERIAinfo MDIinfo ConfusionAx AlcoholMx CapacityConsent","Levis B, Benedetti A, Thombs BD$$Accuracy of Patient Health Questionnaire-9 (PHQ-9) for screening to detect major depression: individual participant data meta-analysis 2019$$https://www.bmj.com/content/365/bmj.l1476.abstract££Kroenke K, Spitzer RL, Williams JB$$The PHQ-9: validity of a brief depression severity measure 2001$$https://onlinelibrary.wiley.com/doi/abs/10.1046/J.1525-1497.2001.016009606.X££Arroll B, Goodyear-Smith F, Crengle S, Gunn J, Kerse N, Fishman T, Falloon K, Hatcher S$$Validation of PHQ-2 and PHQ-9 to screen for major depression in the primary care population 2010$$https://www.annfammed.org/content/8/4/348.short££Beard C, Hsu KJ, Rifkin LS, Busch AB, Bj√∂rgvinsson T$$Validation of the PHQ-9 in a psychiatric sample 2016$$https://www.sciencedirect.com/science/article/pii/S0165032715310272","0","Screening tool to diagnose depression and quantify severity"
"183","PACK YEARS CALC","4","PackYearsCalcinfo","GP Respiratory Cardiology lung chest","BAP-65SCOREinfo GOLDinfo CURB-65info SOBAx COPDExacerbationMx PneumoniaMx CXR","Janjigian YY, McDonnell K, Kris MG, Shen R, Sima CS, Bach PB, Rizvi NA, Riely GJ.$$Pack-years of cigarette smoking as a prognostic factor in patients with stage IIIB/IV nonsmall cell lung cancer 2009$$https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cncr.24813££Wood DE, Kazerooni EA, Baum SL, Eapen GA, Ettinger DS, Hou L, Jackman DM, Klippenstein D, Kumar R, Lackner RP, Leard LE.$$Lung cancer screening, version 3 2018 NCCN clinical practice guidelines in oncology 2018$$https://pubmed.ncbi.nlm.nih.gov/29632061/","0","Calculates pack years in patients with any smoking history."
"184","MODIFIED RANKIN","4","MODIFIEDRANKINinfo","Neurology Geriatrics stroke","BISAPSCOREinfo NIHSSinfo StrokeAx StrokeMx NeuroAnatomy NeuroExam","Van Swieten JC, Koudstaal PJ, Visser MC, Schouten HJ, Van Gijn J.$$Interobserver agreement for the assessment of handicap in stroke patients 1988$$https://www.ahajournals.org/doi/abs/10.1161/01.STR.19.5.604££Banks JL, Marotta CA.$$Outcomes validity and reliability of the modified Rankin scale: implications for stroke clinical trials: a literature review and synthesis 2007$$https://www.ahajournals.org/doi/abs/10.1161/01.STR.0000258355.23810.c6££Fearon P, McArthur KS, Garrity K, Graham LJ, McGroarty G, Vincent S, Quinn TJ.$$Prestroke modified rankin stroke scale has moderate interobserver reliability and validity in an acute stroke setting 2012$$https://www.ahajournals.org/doi/abs/10.1161/strokeaha.112.670422","0","Measures the degree of disability in ADL in stroke / neurological disability patients"
"185","ROCKALL POST-ENDOSCOPY","4","ROCKALLPOST-ENDOSCOPYinfo","Emergency Gastroenterology Surgery General Surgery haemorrhage UGIB","FORRESTinfo GLASGOWBLATCHFORDinfo ROCKALLPRE-ENDOSCOPYinfo HaematemesisAx AlcoholMx TransfusionMx UpperGIBleedMx ClottingProducts TransfusionConsent","Rockall TA, Logan RF, Devlin HB, Northfield TC.$$Risk assessment after acute upper gastrointestinal haemorrhage 1996$$https://gut.bmj.com/content/38/3/316.short££ Kim BJ, Park MK, Kim SJ, Kim ER, Min BH, Son HJ, Rhee PL, Kim JJ, Rhee JC, Lee JH.$$Comparison of scoring systems for the prediction of outcomes in patients with nonvariceal upper gastrointestinal bleeding: a prospective study 2009$$https://link.springer.com/article/10.1007/s10620-008-0654-7££Vreeburg EM, Terwee CB, Snel P, Rauws EA, Bartelsman JF, Vd Meulen JH, Tytgat GN.$$Validation of the Rockall risk scoring system in upper gastrointestinal bleeding 1999$$https://gut.bmj.com/content/44/3/331.abstract","0","Determines severity of GI bleeding, post endoscopy"
"186","ROCKALL PRE-ENDOSCOPY","4","ROCKALLPRE-ENDOSCOPYinfo","Emergency Gastroenterology Surgery General Surgery haemorrhage UGIB","FORRESTinfo GLASGOWBLATCHFORDinfo ROCKALLPOST-ENDOSCOPYinfo HaematemesisAx AlcoholMx TransfusionMx UpperGIBleedMx ClottingProducts TransfusionConsent","Rockall TA, Logan RF, Devlin HB, Northfield TC.$$Risk assessment after acute upper gastrointestinal haemorrhage 1996$$https://gut.bmj.com/content/38/3/316.short££ Vreeburg EM, Terwee CB, Snel P, Rauws EA, Bartelsman JF, Vd Meulen JH, Tytgat GN.$$Validation of the Rockall risk scoring system in upper gastrointestinal bleeding 1999$$https://gut.bmj.com/content/44/3/331.abstract","0","Determines severity of GI bleeding, prior to endoscopy"
